productnr,category,prompt
7356,Slippers,"A high-quality picture of a pink slippers made from ceramic, displayed in a studio setting"
7357,Gloves,"A high-quality picture of a gold gloves made from plastic, displayed on a marble table"
7358,Coffee tables,"A high-quality picture of a beige coffee tables made from ceramic, displayed outdoors"
7359,Mirrors,"A high-quality picture of a brown mirrors made from ceramic, displayed in a modern living room"
7360,Kitchen knives,"A high-quality picture of a navy kitchen knives made from wooden, displayed outdoors"
7361,Cutting boards,"A high-quality picture of a yellow cutting boards made from metal, displayed in a studio setting"
7362,Backpacks,"A high-quality picture of a navy backpacks made from metal, displayed in a studio setting"
7363,Shoes,"A high-quality picture of a brown shoes made from ceramic, displayed on a wooden surface"
7364,Floor mats,"A high-quality picture of a green floor mats made from glass, displayed outdoors"
7365,Bookshelves,"A high-quality picture of a green bookshelves made from glass, displayed outdoors"
7366,Curtains,"A high-quality picture of a silver curtains made from ceramic, displayed outdoors"
7367,T-shirts,"A high-quality picture of a brown t-shirts made from cotton, displayed outdoors"
7368,Sunglasses,"A high-quality picture of a silver sunglasses made from leather, displayed in natural lighting"
7369,Bathrobes,"A high-quality picture of a orange bathrobes made from cotton, displayed against a pastel background"
7370,Coffee machines,"A high-quality picture of a gold coffee machines made from metal, displayed outdoors"
7371,Jackets,"A high-quality picture of a beige jackets made from stainless steel, displayed against a pastel background"
7372,Toasters,"A high-quality picture of a blue toasters made from glass, displayed in a studio setting"
7373,Backpacks,"A high-quality picture of a gray backpacks made from metal, displayed on a white background"
7374,Shaving creams,"A high-quality picture of a silver shaving creams made from stainless steel, displayed on a marble table"
7375,Office chairs,"A high-quality picture of a red office chairs made from wooden, displayed on a wooden surface"
7376,Refrigerators,"A high-quality picture of a pink refrigerators made from glass, displayed against a pastel background"
7377,Scarves,"A high-quality picture of a black scarves made from glass, displayed against a pastel background"
7378,Shaving creams,"A high-quality picture of a green shaving creams made from silk, displayed outdoors"
7379,Shoes,"A high-quality picture of a beige shoes made from leather, displayed in a modern living room"
7380,Earphones,"A high-quality picture of a navy earphones made from wooden, displayed outdoors"
7381,Gloves,"A high-quality picture of a yellow gloves made from glass, displayed outdoors"
7382,Rugs,"A high-quality picture of a gray rugs made from glass, displayed against a pastel background"
7383,Bathrobes,"A high-quality picture of a brown bathrobes made from silk, displayed in a modern living room"
7384,Lamps,"A high-quality picture of a pink lamps made from leather, displayed in natural lighting"
7385,Toothbrushes,"A high-quality picture of a orange toothbrushes made from metal, displayed on a white background"
7386,Handbags,"A high-quality picture of a silver handbags made from metal, displayed on a white background"
7387,Kettles,"A high-quality picture of a navy kettles made from wooden, displayed in natural lighting"
7388,Umbrellas,"A high-quality picture of a beige umbrellas made from leather, displayed on a wooden surface"
7389,Mirrors,"A high-quality picture of a blue mirrors made from silk, displayed on a white background"
7390,Wine glasses,"A high-quality picture of a yellow wine glasses made from metal, displayed against a pastel background"
7391,Razors,"A high-quality picture of a yellow razors made from silk, displayed outdoors"
7392,Handbags,"A high-quality picture of a black handbags made from cotton, displayed on a wooden surface"
7393,Slippers,"A high-quality picture of a white slippers made from metal, displayed outdoors"
7394,Towels,"A high-quality picture of a red towels made from metal, displayed against a pastel background"
7395,T-shirts,"A high-quality picture of a black t-shirts made from plastic, displayed in natural lighting"
7396,Gloves,"A high-quality picture of a green gloves made from stainless steel, displayed in a studio setting"
7397,Mirrors,"A high-quality picture of a green mirrors made from wooden, displayed in natural lighting"
7398,Backpacks,"A high-quality picture of a yellow backpacks made from wooden, displayed in a modern living room"
7399,Curtains,"A high-quality picture of a orange curtains made from stainless steel, displayed in a studio setting"
7400,Refrigerators,"A high-quality picture of a blue refrigerators made from leather, displayed in natural lighting"
7401,Beds,"A high-quality picture of a navy beds made from metal, displayed against a pastel background"
7402,Microwaves,"A high-quality picture of a green microwaves made from cotton, displayed in natural lighting"
7403,Alarm clocks,"A high-quality picture of a purple alarm clocks made from leather, displayed on a marble table"
7404,Alarm clocks,"A high-quality picture of a navy alarm clocks made from wooden, displayed against a pastel background"
7405,Shoes,"A high-quality picture of a silver shoes made from wooden, displayed on a white background"
7406,Lamps,"A high-quality picture of a brown lamps made from stainless steel, displayed in natural lighting"
7407,Backpacks,"A high-quality picture of a blue backpacks made from plastic, displayed in natural lighting"
7408,Toasters,"A high-quality picture of a green toasters made from cotton, displayed on a marble table"
7409,Scarves,"A high-quality picture of a gold scarves made from leather, displayed on a wooden surface"
7410,Toasters,"A high-quality picture of a gray toasters made from plastic, displayed against a pastel background"
7411,Wine glasses,"A high-quality picture of a beige wine glasses made from cotton, displayed outdoors"
7412,Sunglasses,"A high-quality picture of a green sunglasses made from cotton, displayed on a wooden surface"
7413,Refrigerators,"A high-quality picture of a pink refrigerators made from cotton, displayed in a modern living room"
7414,Slippers,"A high-quality picture of a pink slippers made from metal, displayed on a marble table"
7415,Handbags,"A high-quality picture of a beige handbags made from ceramic, displayed on a marble table"
7416,Vacuums,"A high-quality picture of a white vacuums made from ceramic, displayed on a wooden surface"
7417,Desks,"A high-quality picture of a blue desks made from glass, displayed outdoors"
7418,Desks,"A high-quality picture of a navy desks made from glass, displayed in natural lighting"
7419,Kettles,"A high-quality picture of a gray kettles made from leather, displayed on a white background"
7420,Alarm clocks,"A high-quality picture of a orange alarm clocks made from silk, displayed in natural lighting"
7421,Toasters,"A high-quality picture of a red toasters made from cotton, displayed on a marble table"
7422,Pillows,"A high-quality picture of a brown pillows made from leather, displayed on a wooden surface"
7423,Blenders,"A high-quality picture of a navy blenders made from silk, displayed in a studio setting"
7424,Toothbrushes,"A high-quality picture of a white toothbrushes made from leather, displayed on a white background"
